lat	lon	stars	diff	miles	high	low	ascent	desct	title	url
32.427906	-110.75569	2.5	black	1.2	7742	7426	320	-23	Sunset Trail	http://www.mtbproject.com//trail/681291/sunset-trail
31.527904	-110.71116	2.0	blue	13.4	5573	4215	2062	-933	AZ Trail - Canelo Hills West Passage	http://www.mtbproject.com//trail/7000977/az-trail-canelo-hills-west-passage
32.591825	-109.851149	2.0	blueBlack	4.5	8805	5711	3098	-4	Shake Spring Trail	http://www.mtbproject.com//trail/7000935/shake-spring-trail
31.674423	-110.949663	2.0	blueBlack	11.7	4670	3576	1525	-1697	Elephant Head Trail	http://www.mtbproject.com//trail/7000047/elephant-head-trail
32.184914	-111.019857	2.0	greenBlue	2.6	2749	2527	320	-159	Explorer Trail	http://www.mtbproject.com//trail/6211730/explorer-trail
32.507865	-111.041543	2.0	blueBlack	1.3	4212	3844	368	-9	Loop Trail	http://www.mtbproject.com//trail/5505319/loop-trail
31.510643	-110.259173	2.0	greenBlue	2.7	4746	4608	138	-47	Garden Canyon Linear Park Trail	http://www.mtbproject.com//trail/4938246/garden-canyon-linear-park-trail
32.62481	-110.717574	2.0	blueBlack	2.9	4088	3746	348	-232	Windmill Loop	http://www.mtbproject.com//trail/4853430/windmill-loop
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
34.844048	-92.313708	4.8	greenBlue	8.8	601	523	250	-250	Live Like Laura (L3) Route	http://www.mtbproject.com//trail/5851341/live-like-laura-l3-route
34.843967	-92.31352	4.0	blueBlack	9.5	600	369	559	-559	Landslide	http://www.mtbproject.com//trail/5987556/landslide
34.844158	-92.313879	4.0	blueBlack	14.0	602	346	605	-597	Perimeter Loop Clockwise	http://www.mtbproject.com//trail/5851632/perimeter-loop-clockwise
34.844158	-92.313879	3.5	blueBlack	11.3	599	345	525	-519	Organ Donor	http://www.mtbproject.com//trail/5992277/organ-donor
34.794843	-92.314993	5.0	black	0.3	394	277	0	-117	Freeride Trail	http://www.mtbproject.com//trail/7003000/freeride-trail
34.78962	-92.357286	5.0	green	16.0	311	212	407	-403	Arkansas River Trail	http://www.mtbproject.com//trail/7003078/arkansas-river-trail
34.795618	-92.347745	4.8	green	1.7	260	237	41	-38	Pfeifer Loop	http://www.mtbproject.com//trail/6027846/pfeifer-loop
34.854944	-92.295095	4.8	blue	2.8	544	485	149	-157	Buddha	http://www.mtbproject.com//trail/5857326/buddha
34.855858	-92.302246	4.5	greenBlue	3.4	568	521	184	-185	Porta Potty	http://www.mtbproject.com//trail/5856733/porta-potty
34.851361	-92.301698	4.3	green	1.2	593	564	43	-13	Yucca	http://www.mtbproject.com//trail/5855347/yucca
34.845168	-92.311157	4.3	green	1.8	590	557	27	-59	10Bridges	http://www.mtbproject.com//trail/5854989/10bridges
34.850358	-92.300296	4.0	greenBlue	1.0	553	523	30	-31	Airport Loop	http://www.mtbproject.com//trail/5986924/airport-loop
34.851376	-92.301446	4.0	greenBlue	3.6	572	513	119	-139	Outer Loop	http://www.mtbproject.com//trail/5869150/outer-loop
34.794644	-92.312999	4.0	blue	4.9	383	253	381	-390	Green Loop	http://www.mtbproject.com//trail/6349652/green-loop
34.802294	-92.316331	4.0	blue	1.8	403	292	134	-131	Red Loop	http://www.mtbproject.com//trail/6349558/red-loop
34.850233	-92.300144	4.0	green	0.5	559	546	5	-13	Center Road	http://www.mtbproject.com//trail/6006118/center-road
34.850609	-92.317311	4.0	blue	2.7	535	370	274	-212	Merlin	http://www.mtbproject.com//trail/5870682/merlin
34.844409	-92.313385	4.0	greenBlue	4.6	604	532	264	-270	5Mile	http://www.mtbproject.com//trail/5855816/5mile
34.858526	-92.311723	4.0	greenBlue	0.9	396	368	45	-24	Dead Elvis	http://www.mtbproject.com//trail/5853631/dead-elvis
34.853447	-92.319233	4.0	greenBlue	2.2	436	359	96	-94	Can O' Corn	http://www.mtbproject.com//trail/5852988/can-o-corn
34.844158	-92.313879	4.0	blue	1.9	596	547	78	-103	Zig Zag	http://www.mtbproject.com//trail/5852055/zig-zag
34.86003	-92.302066	4.0	blue	2.3	496	382	305	-215	Ball O' Nails	http://www.mtbproject.com//trail/7006410/ball-o-nails
34.856735	-92.307743	4.0	blue	2.2	435	377	110	-109	Flatlands Loop	http://www.mtbproject.com//trail/7003839/flatlands-loop
34.811455	-92.401878	4.0	green	1.9	261	251	15	-19	Two Rivers Park: East Lollipop	http://www.mtbproject.com//trail/7003202/two-rivers-park-east-lollipop
34.856698	-92.302273	4.0	blueBlack	1.6	552	416	173	-221	Advanced Trig	http://www.mtbproject.com//trail/5857465/advanced-trig
										
34.851383	-92.303162	3.7	green	1.8	571	533	97	-107	TURNX3	http://www.mtbproject.com//trail/5871197/turnx3
34.835252	-92.458238	3.3	blueBlack	5.6	529	307	723	-726	Jackfork Mountain Bike Trail	http://www.mtbproject.com//trail/831658/jackfork-mountain-bike-trail
35.104336	-92.544459	3.5	blueBlack	5.3	355	257	571	-570	Cadron Settlement Trail	http://www.mtbproject.com//trail/7003005/cadron-settlement-trail
34.757485	-92.320392	3.5	blue	2.0	467	295	266	-261	South Loop - Allsopp Park	http://www.mtbproject.com//trail/7000270/south-loop-allsopp-park
34.845043	-92.311849	3.5	blue	1.4	595	375	0	-220	Dogwood	http://www.mtbproject.com//trail/5870608/dogwood
34.856713	-92.308821	3.5	greenBlue	0.6	555	418	137	-2	Elevator	http://www.mtbproject.com//trail/5870332/elevator
34.849319	-92.316107	3.5	blue	0.5	565	433	6	-138	Shipwreck	http://www.mtbproject.com//trail/5852544/shipwreck
34.765994	-92.327866	3.5	blueBlack	2.4	523	360	108	-242	North Loop - Allsopp Park	http://www.mtbproject.com//trail/5787231/north-loop-allsopp-park
34.727102	-92.356935	3.5	blue	7.0	384	281	572	-574	Boyle Park	http://www.mtbproject.com//trail/4921663/boyle-park
34.836653	-92.469243	3.0	green	0.6	322	286	49	-50	Rabbit Ridge Mountain Bike Trail	http://www.mtbproject.com//trail/832395/rabbit-ridge-mountain-bike-trail
34.785828	-92.306055	3.0	blueBlack	2.5	509	267	452	-432	Emerald Park Trail	http://www.mtbproject.com//trail/6350098/emerald-park-trail
34.853403	-92.31935	3.0	blue	1.4	417	344	113	-60	Merlin's Revenge	http://www.mtbproject.com//trail/7006263/merlins-revenge
34.850506	-92.305147	3.0	blue	0.8	576	527	63	-65	Christmas Tree Extension	http://www.mtbproject.com//trail/7006261/christmas-tree-extension
34.807899	-92.399497	3.0	green	2.5	258	241	31	-34	Two Rivers Park: Main Loop	http://www.mtbproject.com//trail/7004864/two-rivers-park-main-loop
34.80413	-92.326671	2.5	green	2.0	269	253	27	-29	Yellow Loop	http://www.mtbproject.com//trail/6349797/yellow-loop
34.804248	-92.32129	2.0	blue	0.3	323	297	25	-26	Blue Trail	http://www.mtbproject.com//trail/6439732/blue-trail
34.805067	-92.322575	2.0	blue	0.4	294	265	32	-24	White Loop	http://www.mtbproject.com//trail/6398091/white-loop
34.793191	-92.342966	2.0	green	1.8	258	234	35	-13	Yellow Trail	http://www.mtbproject.com//trail/6349608/yellow-trail
34.797602	-92.383103	2.0	green	1.6	295	238	91	-87	Arkansas River Trail: Big Dam Bridge to Two Rivers	http://www.mtbproject.com//trail/7003201/arkansas-river-trail-big-dam-bridge-to-two-rivers
										
										
35.143248	-90.709928	0.0		6.0	447	241	442	-269	South Ridge Trail	http://www.mtbproject.com//trail/7005312/south-ridge-trail
35.134851	-90.71274	0.0		1.7	412	261	204	-221	Deer Run Trail	http://www.mtbproject.com//trail/7005303/deer-run-trail
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
35.999888	-94.255569	5.0	blueBlack	7.6	1736	1220	747	-615	Dennis Moore Trail	http://www.mtbproject.com//trail/6312056/dennis-moore-trail
36.293978	-93.981763	5.0	blue	2.9	1379	1123	411	-408	Dutton Hollow Loop	http://www.mtbproject.com//trail/6498946/dutton-hollow-loop
36.047287	-94.219619	4.5	black	9.4	1797	1257	1060	-1060	Mt. Kessler Full Tour	http://www.mtbproject.com//trail/5331274/mt-kessler-full-tour
36.06227	-94.135734	4.3	blueBlack	5.1	1638	1298	580	-583	Mt Sequoyah Woods	http://www.mtbproject.com//trail/5375241/mt-sequoyah-woods
36.375714	-94.207501	4.2	blue	23.9	1278	1015	1308	-1308	The Slaughter Pen - Blowing Springs Tour	http://www.mtbproject.com//trail/5950735/the-slaughter-pen-blowing-springs-tour
36.131959	-94.137252	3.0	green	6.6	1305	1230	259	-252	Lake Fayetteville	http://www.mtbproject.com//trail/5334010/lake-fayetteville
36.37894	-94.206557	5.0	greenBlue	0.5	1248	1169	14	-86	The All-American	http://www.mtbproject.com//trail/5533418/the-all-american
36.385124	-94.205246	5.0	blue	0.2	1232	1191	2	-42	Choo Choo	http://www.mtbproject.com//trail/7002986/choo-choo
36.291596	-93.975897	5.0	blue	8.0	1412	1157	865	-839	Little Clifty Loop	http://www.mtbproject.com//trail/7001770/little-clifty-loop
36.274571	-93.964848	5.0	greenBlue	1.7	1387	1291	179	-198	Little Clifty Creek Loop/War Eagle Valley connector	http://www.mtbproject.com//trail/6499165/little-clifty-creek-loopwar-eagle-valley-connector
36.2746	-93.964812	5.0	blue	4.1	1371	1171	485	-506	War Eagle Loop	http://www.mtbproject.com//trail/6499044/war-eagle-loop
36.285998	-93.939354	5.0	blueBlack	1.3	1412	1241	158	-212	Visitor Center Trail	http://www.mtbproject.com//trail/6498897/visitor-center-trail
										
36.447249	-94.219394	5.0	blue	2.7	1206	1021	197	-293	North Upper Trail	http://www.mtbproject.com//trail/5952958/north-upper-trail
36.026962	-94.219745	4.5	black	1.4	1782	1564	230	-61	Spellbound	http://www.mtbproject.com//trail/5332821/spellbound
36.032142	-94.217167	4.5	black	1.6	1743	1416	19	-340	Rock City	http://www.mtbproject.com//trail/5331552/rock-city
36.404336	-94.204249	4.0	greenBlue	1.0	1163	1066	141	-167	Armadillo's Last Stand	http://www.mtbproject.com//trail/5376073/armadillos-last-stand
36.408992	-94.213843	4.0	blue	2.1	1198	1062	245	-210	Tatamagouche	http://www.mtbproject.com//trail/5376172/tatamagouche
36.022051	-94.21793	4.0	black	1.5	1776	1523	57	-268	Crazy Mary	http://www.mtbproject.com//trail/5332197/crazy-mary
36.291827	-93.976813	4.0	greenBlue	3.5	1413	1152	446	-482	Bashore Ridge Loop	http://www.mtbproject.com//trail/5992585/bashore-ridge-loop
36.440579	-94.228351	4.0	blue	1.8	1149	1067	146	-126	South Upper Trail	http://www.mtbproject.com//trail/5952155/south-upper-trail
36.034547	-94.212352	4.0	blueBlack	0.6	1731	1568	163	-0	Serpentine	http://www.mtbproject.com//trail/5331883/serpentine
36.381269	-94.21475	4.0	greenBlue	0.4	1253	1217	6	-41	Burns Connector	http://www.mtbproject.com//trail/5326380/burns-connector
36.399897	-94.204698	3.5	blue	1.0	1210	1106	54	-135	Razorback Ridge	http://www.mtbproject.com//trail/5378813/razorback-ridge
36.3949	-94.20247	3.5	greenBlue	0.9	1135	1074	49	-86	The Urban Trail	http://www.mtbproject.com//trail/5378789/the-urban-trail
36.404936	-94.202389	3.5	black	2.0	1227	1057	195	-282	Medusa	http://www.mtbproject.com//trail/5376236/medusa
36.409021	-94.213726	3.0	green	0.8	1098	1063	45	-15	Seed Tick Shuffle	http://www.mtbproject.com//trail/5376119/seed-tick-shuffle
36.400591	-94.209127	3.0	blue	1.1	1200	1129	101	-128	Angus Chute	http://www.mtbproject.com//trail/7003901/angus-chute
36.38589	-94.203584	3.0	green	0.3	1167	1149	8	-18	The Rocking Horse	http://www.mtbproject.com//trail/7003879/the-rocking-horse
36.385109	-94.205237	3.0	greenBlue	0.2	1231	1179	0	-52	Boo Boo	http://www.mtbproject.com//trail/7002985/boo-boo
36.13127	-94.136606	3.0	green	5.4	1306	1232	233	-244	Lake Fayetteville Paved Trail	http://www.mtbproject.com//trail/5372869/lake-fayetteville-paved-trail
36.131959	-94.137252	3.0	green	5.6	1304	1233	202	-216	Lake Fayetteville Singletrack	http://www.mtbproject.com//trail/5372455/lake-fayetteville-singletrack
										
36.384885	-94.211651	3.0	green	0.4	1226	1190	26	-40	Burns Trail	http://www.mtbproject.com//trail/5326357/burns-trail
36.386064	-94.203898	2.0	green	0.2	1231	1178	53	0	Peek a Boo	http://www.mtbproject.com//trail/7002984/peek-a-boo
										
										
										
										
										
										
										
										
										
										
35.781984	-90.705401	5.0	black	6.8	408	328	519	-522	Black Loop	http://www.mtbproject.com//trail/7005677/black-loop
35.782115	-90.705472	5.0	blue	5.0	414	341	322	-294	Green Loop	http://www.mtbproject.com//trail/7005650/green-loop
35.773311	-90.701996	5.0	blue	2.9	401	362	139	-141	Blue Loop	http://www.mtbproject.com//trail/7001371/blue-loop
35.774288	-90.701538	3.0	green	1.2	409	368	58	-57	Yellow Loop	http://www.mtbproject.com//trail/7001370/yellow-loop
35.153384	-90.689249	0.0		1.6	434	235	216	-31	Beech Valley Trail	http://www.mtbproject.com//trail/7005379/beech-valley-trail
35.151695	-90.694109	0.0		0.8	251	235	30	-15	Beech Valley Trail (South Connector)	http://www.mtbproject.com//trail/7005378/beech-valley-trail-south-connector
35.169298	-90.693309	0.0		0.8	445	380	79	-91	Beech Valley Trail (North Connector)	http://www.mtbproject.com//trail/7005377/beech-valley-trail-north-connector
35.158848	-90.697109	0.0		0.7	379	248	0	-131	Beech Valley Trail (East Loop)	http://www.mtbproject.com//trail/7005376/beech-valley-trail-east-loop
35.155521	-90.718965	0.0		1.4	331	245	71	-155	Military Road Trail	http://www.mtbproject.com//trail/7005314/military-road-trail
35.139354	-90.695816	0.0		1.3	421	228	68	-249	Old Cattle Trail	http://www.mtbproject.com//trail/7005313/old-cattle-trail
35.143248	-90.709928	0.0		6.0	447	241	442	-269	South Ridge Trail	http://www.mtbproject.com//trail/7005312/south-ridge-trail
										
35.162403	-90.713988	0.0		1.3	305	263	43	-59	Bicycle Entrance Trail	http://www.mtbproject.com//trail/7005310/bicycle-entrance-trail
35.169174	-90.705634	0.0		2.2	421	245	71	-200	Bicycle Entrance Trail	http://www.mtbproject.com//trail/7005309/bicycle-entrance-trail
										
										
35.156939	-90.730508	0.0		3.1	432	247	287	-462	Deer Run Trail	http://www.mtbproject.com//trail/7005304/deer-run-trail
35.134851	-90.71274	0.0		1.7	412	261	204	-221	Deer Run Trail	http://www.mtbproject.com//trail/7005303/deer-run-trail
35.155676	-90.723888	0.0		1.4	402	314	140	-116	Village Creek Multi-Use Trail	http://www.mtbproject.com//trail/7005302/village-creek-multi-use-trail
35.999888	-94.255569	5.0	blueBlack	7.6	1736	1220	747	-615	Dennis Moore Trail	http://www.mtbproject.com//trail/6312056/dennis-moore-trail
36.293978	-93.981763	5.0	blue	2.9	1379	1123	411	-408	Dutton Hollow Loop	http://www.mtbproject.com//trail/6498946/dutton-hollow-loop
35.784513	-94.245248	4.6	blue	5.6	1285	1023	596	-600	Fossil Flats Multi-Use Trail - Devil's Den State Park	http://www.mtbproject.com//trail/5659151/fossil-flats-multi-use-trail-devils-den-state-park
35.857258	-93.49493	4.7	blueBlack	20.2	2512	1769	2194	-2202	Upper Buffalo Headwaters - IMBA Epic	http://www.mtbproject.com//trail/7002912/upper-buffalo-headwaters-imba-epic
36.047287	-94.219619	4.5	black	9.4	1797	1257	1060	-1060	Mt. Kessler Full Tour	http://www.mtbproject.com//trail/5331274/mt-kessler-full-tour
35.99813	-94.428756	4.5	blueBlack	7.3	1344	1162	764	-772	Lincoln Lake Full Tour	http://www.mtbproject.com//trail/7001338/lincoln-lake-full-tour
36.433258	-93.761595	4.3	blue	20.8	1407	1015	2233	-2231	Lake Leatherwood	http://www.mtbproject.com//trail/6571533/lake-leatherwood
35.289471	-92.281656	4.2	blue	9.0	656	523	512	-511	Enders Fault	http://www.mtbproject.com//trail/5333145/enders-fault
36.06227	-94.135734	4.3	blueBlack	5.1	1638	1298	580	-583	Mt Sequoyah Woods	http://www.mtbproject.com//trail/5375241/mt-sequoyah-woods
36.375714	-94.207501	4.2	blue	23.9	1278	1015	1308	-1308	The Slaughter Pen - Blowing Springs Tour	http://www.mtbproject.com//trail/5950735/the-slaughter-pen-blowing-springs-tour
35.312741	-94.353243	4.0	blue	17.8	639	423	1007	-1008	Ben Geren Mountain Bike Trail System	http://www.mtbproject.com//trail/7003058/ben-geren-mountain-bike-trail-system
36.39425	-93.749809	3.5	greenBlue	3.8	1468	1184	697	-737	Black Bass Lake	http://www.mtbproject.com//trail/7002223/black-bass-lake
36.131959	-94.137252	3.0	green	6.6	1305	1230	259	-252	Lake Fayetteville	http://www.mtbproject.com//trail/5334010/lake-fayetteville
35.836891	-93.502557	5.0	blue	3.2	2304	1796	152	-624	Azalea Falls Trail	http://www.mtbproject.com//trail/7001046/azalea-falls-trail
36.37894	-94.206557	5.0	greenBlue	0.5	1248	1169	14	-86	The All-American	http://www.mtbproject.com//trail/5533418/the-all-american
36.385124	-94.205246	5.0	blue	0.2	1232	1191	2	-42	Choo Choo	http://www.mtbproject.com//trail/7002986/choo-choo
36.291596	-93.975897	5.0	blue	8.0	1412	1157	865	-839	Little Clifty Loop	http://www.mtbproject.com//trail/7001770/little-clifty-loop
35.994699	-94.419252	5.0	black	0.9	1233	1179	102	-84	Eagle View Trail	http://www.mtbproject.com//trail/7001337/eagle-view-trail
35.830956	-93.514423	5.0	blue	1.5	2389	1851	553	-54	Zeester	http://www.mtbproject.com//trail/7001020/zeester
35.836279	-93.506958	5.0	blue	2.0	2355	2210	149	-189	Sidewinder Trail	http://www.mtbproject.com//trail/7001014/sidewinder-trail
35.832929	-93.493816	5.0	blue	0.8	2044	1768	9	-275	Southern Slide Trail	http://www.mtbproject.com//trail/7001007/southern-slide-trail
35.83164	-93.504542	5.0	blue	1.3	2403	2091	347	-34	Trail of the Ancients	http://www.mtbproject.com//trail/7001004/trail-of-the-ancients
35.857775	-93.48919	5.0	blue	1.6	2120	1809	55	-365	Knucklehead Trail West	http://www.mtbproject.com//trail/7000991/knucklehead-trail-west
35.866322	-93.488103	5.0	blue	1.7	2299	2100	71	-223	Fire Tower Trail	http://www.mtbproject.com//trail/7000989/fire-tower-trail
35.865863	-93.493475	5.0	greenBlue	1.2	2515	2301	95	-246	Fire Tower Loop Trail	http://www.mtbproject.com//trail/7000987/fire-tower-loop-trail
36.274571	-93.964848	5.0	greenBlue	1.7	1387	1291	179	-198	Little Clifty Creek Loop/War Eagle Valley connector	http://www.mtbproject.com//trail/6499165/little-clifty-creek-loopwar-eagle-valley-connector
36.2746	-93.964812	5.0	blue	4.1	1371	1171	485	-506	War Eagle Loop	http://www.mtbproject.com//trail/6499044/war-eagle-loop
36.285998	-93.939354	5.0	blueBlack	1.3	1412	1241	158	-212	Visitor Center Trail	http://www.mtbproject.com//trail/6498897/visitor-center-trail
										
36.447249	-94.219394	5.0	blue	2.7	1206	1021	197	-293	North Upper Trail	http://www.mtbproject.com//trail/5952958/north-upper-trail
35.822733	-93.462456	4.5	blue	2.9	1941	1646	387	-191	Knuckles Creek	http://www.mtbproject.com//trail/7001030/knuckles-creek
36.026962	-94.219745	4.5	black	1.4	1782	1564	230	-61	Spellbound	http://www.mtbproject.com//trail/5332821/spellbound
36.032142	-94.217167	4.5	black	1.6	1743	1416	19	-340	Rock City	http://www.mtbproject.com//trail/5331552/rock-city
35.962641	-92.11898	4.2	blueBlack	4.3	832	704	303	-311	White River Bluff Loop	http://www.mtbproject.com//trail/5134395/white-river-bluff-loop
35.980096	-92.145328	4.0	blueBlack	11.6	941	326	1520	-1520	Scrappy Mountain Loop	http://www.mtbproject.com//trail/5261406/scrappy-mountain-loop
36.404336	-94.204249	4.0	greenBlue	1.0	1163	1066	141	-167	Armadillo's Last Stand	http://www.mtbproject.com//trail/5376073/armadillos-last-stand
35.988383	-92.169879	4.0	greenBlue	12.1	1030	832	900	-898	Bad Branch Loop	http://www.mtbproject.com//trail/5133837/bad-branch-loop
35.838479	-93.485156	4.0	blue	2.7	2116	1986	135	-191	South Bench Loop Trail	http://www.mtbproject.com//trail/7001005/south-bench-loop-trail
36.408992	-94.213843	4.0	blue	2.1	1198	1062	245	-210	Tatamagouche	http://www.mtbproject.com//trail/5376172/tatamagouche
36.022051	-94.21793	4.0	black	1.5	1776	1523	57	-268	Crazy Mary	http://www.mtbproject.com//trail/5332197/crazy-mary
36.435304	-93.767865	4.0	blue	1.8	1358	1051	324	-289	Overlook Trail	http://www.mtbproject.com//trail/7004067/overlook-trail
36.434697	-93.765889	4.0	blueBlack	3.1	1350	1093	298	-336	Miner's Rock Trail	http://www.mtbproject.com//trail/7004063/miners-rock-trail
36.421585	-93.760014	4.0	blue	1.2	1339	1109	84	-270	Lost Ridge Trail	http://www.mtbproject.com//trail/7004051/lost-ridge-trail
36.39887	-93.750096	4.0	greenBlue	0.5	1330	1259	55	-84	Oil Springs Trail	http://www.mtbproject.com//trail/7002231/oil-springs-trail
36.39425	-93.749809	4.0	green	0.5	1273	1227	79	-33	Standing Rock Trail	http://www.mtbproject.com//trail/7002228/standing-rock-trail
35.83057	-93.51021	4.0	blueBlack	1.3	2080	1911	59	-194	Twisted Hickory Trail	http://www.mtbproject.com//trail/7001018/twisted-hickory-trail
35.855736	-93.507902	4.0	black	1.4	2313	2050	139	-403	North Bench Trail	http://www.mtbproject.com//trail/7001016/north-bench-trail
35.850334	-93.505575	4.0	black	1.2	2415	1936	5	-484	Wildcat Trail	http://www.mtbproject.com//trail/7001015/wildcat-trail
										
35.836265	-93.507003	4.0	greenBlue	1.1	2432	2350	136	-57	Skyline Trail	http://www.mtbproject.com//trail/7001009/skyline-trail
35.834888	-93.494526	4.0	greenBlue	1.2	2109	2043	64	-67	West South Bench Trail	http://www.mtbproject.com//trail/7001006/west-south-bench-trail
36.291827	-93.976813	4.0	greenBlue	3.5	1413	1152	446	-482	Bashore Ridge Loop	http://www.mtbproject.com//trail/5992585/bashore-ridge-loop
36.440579	-94.228351	4.0	blue	1.8	1149	1067	146	-126	South Upper Trail	http://www.mtbproject.com//trail/5952155/south-upper-trail
36.034547	-94.212352	4.0	blueBlack	0.6	1731	1568	163	-0	Serpentine	http://www.mtbproject.com//trail/5331883/serpentine
36.381269	-94.21475	4.0	greenBlue	0.4	1253	1217	6	-41	Burns Connector	http://www.mtbproject.com//trail/5326380/burns-connector
35.980074	-92.145328	3.8	blue	12.3	978	633	1268	-1352	Jack's Branch Loop	http://www.mtbproject.com//trail/5261900/jacks-branch-loop
35.962699	-92.1189	3.6	blue	7.1	919	338	927	-916	Syllamo Trails - Bald Scrappy Loop	http://www.mtbproject.com//trail/4308319/syllamo-trails-bald-scrappy-loop
35.319565	-93.184715	3.7	greenBlue	7.9	395	340	316	-316	Ouita Coal Company	http://www.mtbproject.com//trail/5908002/ouita-coal-company
35.104336	-92.544459	3.5	blueBlack	5.3	355	257	571	-570	Cadron Settlement Trail	http://www.mtbproject.com//trail/7003005/cadron-settlement-trail
36.003173	-94.417554	3.5	greenBlue	2.2	1321	1188	155	-150	Spillway/Piney Loop	http://www.mtbproject.com//trail/7001334/spillwaypiney-loop
36.399897	-94.204698	3.5	blue	1.0	1210	1106	54	-135	Razorback Ridge	http://www.mtbproject.com//trail/5378813/razorback-ridge
36.3949	-94.20247	3.5	greenBlue	0.9	1135	1074	49	-86	The Urban Trail	http://www.mtbproject.com//trail/5378789/the-urban-trail
36.404936	-94.202389	3.5	black	2.0	1227	1057	195	-282	Medusa	http://www.mtbproject.com//trail/5376236/medusa
35.30508	-94.343919	3.0	blue	1.8	587	523	106	-84	Zippidee Doo Dah	http://www.mtbproject.com//trail/7003627/zippidee-doo-dah
35.313686	-94.340882	3.0	greenBlue	1.2	581	534	45	-50	Flo-N-Go	http://www.mtbproject.com//trail/7003626/flo-n-go
35.99813	-94.428756	3.0	black	4.4	1309	1161	532	-538	Lincoln Lake Loop	http://www.mtbproject.com//trail/7001343/lincoln-lake-loop
36.409021	-94.213726	3.0	green	0.8	1098	1063	45	-15	Seed Tick Shuffle	http://www.mtbproject.com//trail/5376119/seed-tick-shuffle
35.300527	-94.348976	3.0	blue	2.1	638	514	68	-138	Elvis	http://www.mtbproject.com//trail/7004880/elvis
36.43083	-93.763014	3.0	green	1.0	1052	1018	55	-42	Leatherwood Trail	http://www.mtbproject.com//trail/7004080/leatherwood-trail
36.445696	-93.753133	3.0	green	1.1	1056	1014	62	-77	Fuller Trail	http://www.mtbproject.com//trail/7004068/fuller-trail
36.433808	-93.761532	3.0	greenBlue	0.5	1079	1015	64	-0	Mulladay Hollow Trail	http://www.mtbproject.com//trail/7004066/mulladay-hollow-trail
36.433634	-93.76155	3.0	greenBlue	3.5	1105	1005	254	-201	Beacham Trail	http://www.mtbproject.com//trail/7004062/beacham-trail
36.427527	-93.756501	3.0	black	2.3	1424	1025	389	-435	Twin Knobs Trail	http://www.mtbproject.com//trail/7004059/twin-knobs-trail
36.424903	-93.762906	3.0	greenBlue	1.5	1337	1177	32	-192	Bench Loop Trail	http://www.mtbproject.com//trail/7004052/bench-loop-trail
36.400591	-94.209127	3.0	blue	1.1	1200	1129	101	-128	Angus Chute	http://www.mtbproject.com//trail/7003901/angus-chute
36.38589	-94.203584	3.0	green	0.3	1167	1149	8	-18	The Rocking Horse	http://www.mtbproject.com//trail/7003879/the-rocking-horse
35.297023	-94.335178	3.0	green	1.3	599	478	144	-51	Ben Geren Paved Path	http://www.mtbproject.com//trail/7003625/ben-geren-paved-path
35.312777	-94.35318	3.0	green	3.8	589	418	217	-213	Ben Geren Paved Path	http://www.mtbproject.com//trail/7003624/ben-geren-paved-path
36.39156	-93.744563	3.0	blue	0.3	1261	1239	25	-15	Bluff Trail	http://www.mtbproject.com//trail/7003075/bluff-trail
36.391285	-93.74415	3.0	greenBlue	0.5	1268	1190	37	-115	Sycamore Trail	http://www.mtbproject.com//trail/7003074/sycamore-trail
35.34882	-94.3008	3.0	greenBlue	9.4	431	381	303	-300	Springhill Mountain Bike Trail	http://www.mtbproject.com//trail/7003021/springhill-mountain-bike-trail
36.385109	-94.205237	3.0	greenBlue	0.2	1231	1179	0	-52	Boo Boo	http://www.mtbproject.com//trail/7002985/boo-boo
35.224267	-93.249133	3.0	green	3.6	1548	1392	245	-253	Bench Trail	http://www.mtbproject.com//trail/7002474/bench-trail
35.842193	-93.479452	3.0	blue	0.5	1903	1790	133	-27	Azalea Connect Trail	http://www.mtbproject.com//trail/7001048/azalea-connect-trail
35.827656	-93.497975	3.0	black	0.5	2061	1782	279	-17	Lower Trail of the Ancients	http://www.mtbproject.com//trail/7001023/lower-trail-of-the-ancients
35.858364	-93.525527	3.0	blue	1.0	2246	1975	2	-272	Red Star Trail	http://www.mtbproject.com//trail/7001002/red-star-trail
35.876724	-93.482506	3.0	green	2.2	2303	2131	45	-209	Kapark Road	http://www.mtbproject.com//trail/7000994/kapark-road
35.873841	-93.51172	3.0	greenBlue	5.0	2371	1782	109	-699	Buffalo Creek Trail	http://www.mtbproject.com//trail/7000733/buffalo-creek-trail
35.858707	-93.525329	3.0	green	4.3	2462	2284	311	-294	Cave Mountain Road Trail	http://www.mtbproject.com//trail/7000718/cave-mountain-road-trail
35.253453	-93.166587	3.0	greenBlue	5.8	525	407	324	-323	Old Post	http://www.mtbproject.com//trail/5913371/old-post
36.13127	-94.136606	3.0	green	5.4	1306	1232	233	-244	Lake Fayetteville Paved Trail	http://www.mtbproject.com//trail/5372869/lake-fayetteville-paved-trail
36.131959	-94.137252	3.0	green	5.6	1304	1233	202	-216	Lake Fayetteville Singletrack	http://www.mtbproject.com//trail/5372455/lake-fayetteville-singletrack
										
36.384885	-94.211651	3.0	green	0.4	1226	1190	26	-40	Burns Trail	http://www.mtbproject.com//trail/5326357/burns-trail
