lat	lon	stars	diff	miles	high	low	ascent	desct	title	url
48.60143	-116.071138	4.0	blue	9.8	5145	3140	2164	-2155	Timber Mountain Loop	http://www.mtbproject.com//trail/5760636/timber-mountain-loop
46.578075	-112.029528	4.0	greenBlue	5.4	5365	4369	1071	-1073	Mount Ascension to Entertainment to Archery Range	http://www.mtbproject.com//trail/7002922/mount-ascension-to-entertainment-to-archery-range
48.149348	-114.352679	4.0	greenBlue	10.3	4596	3342	1770	-1771	The Herron Overlook Loops	http://www.mtbproject.com//trail/7002841/the-herron-overlook-loops
48.834837	-115.967482	3.7	blueBlack	6.1	4859	2834	688	-2048	Baldy Mountain Ride (Shuttle)	http://www.mtbproject.com//trail/5759348/baldy-mountain-ride-shuttle
48.418316	-115.546351	3.5	blue	7.7	3687	2303	1413	-1413	Sheldon Mountain Loop	http://www.mtbproject.com//trail/5480205/sheldon-mountain-loop
46.670086	-112.117069	3.5	blue	5.5	4566	4257	586	-584	Unravel the Scratchgravel Route	http://www.mtbproject.com//trail/816487/unravel-the-scratchgravel-route
48.761006	-115.917904	3.0	blueBlack	8.1	4598	2802	1819	-1814	Redtop Mountain Loop	http://www.mtbproject.com//trail/5762300/redtop-mountain-loop
48.351683	-115.47163	3.0	greenBlue	12.5	3707	2241	1100	-2235	Swede Mountain	http://www.mtbproject.com//trail/5759928/swede-mountain
48.329267	-114.65622	3.0	blueBlack	27.5	6286	4030	4932	-4929	Ashley Mountain Loop, with no shuttle.	http://www.mtbproject.com//trail/7006323/ashley-mountain-loop-with-no-shuttle
48.180762	-114.334057	3.0	greenBlue	2.8	3432	2992	620	-607	Lone Pine State Park	http://www.mtbproject.com//trail/7003507/lone-pine-state-park
48.331101	-114.423215	3.0	greenBlue	10.2	3424	3028	779	-779	Pig Farm	http://www.mtbproject.com//trail/5239445/pig-farm
46.965711	-113.776706	5.0	black	3.5	6100	4318	130	-1896	East Fork Rattlesnake Creek #514	http://www.mtbproject.com//trail/7004155/east-fork-rattlesnake-creek-514
48.503055	-114.341594	5.0	greenBlue	7.6	6766	4767	217	-2216	Summit Trail	http://www.mtbproject.com//trail/7005054/summit-trail
46.921277	-113.920553	5.0	blue	3.8	4973	4391	408	-770	Three Larch	http://www.mtbproject.com//trail/7004154/three-larch
46.563463	-111.994556	5.0	greenBlue	2.4	5218	4609	673	-486	Eddye McClure East Trail	http://www.mtbproject.com//trail/7007004/eddye-mcclure-east-trail
48.925077	-116.025243	5.0	black	19.4	6634	3210	3385	-6262	Montana Line Trail (#44)	http://www.mtbproject.com//trail/7005488/montana-line-trail-44
48.911405	-116.050836	5.0	blueBlack	10.2	6037	2546	510	-3978	Ruby Ridge Trail (#35)	http://www.mtbproject.com//trail/7005487/ruby-ridge-trail-35
48.834305	-116.034235	5.0	blue	8.2	6337	3070	51	-3318	Keno Ridge Trail (#42)	http://www.mtbproject.com//trail/7005479/keno-ridge-trail-42
46.920167	-113.948114	5.0	black	14.4	7581	3795	4660	-2411	Sheep Mountain Trail	http://www.mtbproject.com//trail/7005128/sheep-mountain-trail
48.498924	-114.346265	5.0	black	1.6	6468	4985	0	-1483	Freebird	http://www.mtbproject.com//trail/7005060/freebird
48.500174	-114.343471	5.0	black	2.4	6699	5215	21	-1500	Kashmir	http://www.mtbproject.com//trail/7005058/kashmir
48.486517	-114.366244	5.0	black	0.6	5206	4821	1	-385	Overflow	http://www.mtbproject.com//trail/7005057/overflow
46.717123	-114.192123	5.0	black	4.4	8238	5859	2386	-343	Lolo Peak Trail #1311	http://www.mtbproject.com//trail/7004837/lolo-peak-trail-1311
48.007899	-114.29595	5.0	black	3.7	5648	3861	1791	-4	Blacktail to Lakeside Trail	http://www.mtbproject.com//trail/7004316/blacktail-to-lakeside-trail
46.996023	-113.802308	5.0	dblack	2.1	6715	5335	0	-1380	Mineral Peak Trail	http://www.mtbproject.com//trail/6243810/mineral-peak-trail
46.767233	-111.648004	5.0	blue	3.0	5069	4455	641	-27	Trout Creek Canyon	http://www.mtbproject.com//trail/3761782/trout-creek-canyon
46.542212	-112.119755	5.0	blue	5.6	5821	5018	737	-908	Mt Helena Ridge Trail	http://www.mtbproject.com//trail/3747529/mt-helena-ridge-trail
46.94471	-113.825206	4.5	black	3.9	7326	5665	443	-1954	1513	http://www.mtbproject.com//trail/7005105/1513
46.951922	-113.993569	4.0	blue	2.2	4692	3940	112	-864	Fenceline (24.5)	http://www.mtbproject.com//trail/6243648/fenceline-245
46.574141	-113.657446	4.0	dblack	9.3	7108	4080	3037	-23	Ranch Creek	http://www.mtbproject.com//trail/7005940/ranch-creek
47.541191	-111.181653	4.0	black	1.7	3293	3214	110	-102	Mayhem Trail (West)	http://www.mtbproject.com//trail/7004725/mayhem-trail-west
47.565448	-111.120783	4.0	blueBlack	3.3	3200	3081	228	-246	Lost Fork Loop	http://www.mtbproject.com//trail/7004717/lost-fork-loop
47.045647	-115.95212	4.0	black	4.9	6282	4283	102	-2101	Delaney Creek Trail #271	http://www.mtbproject.com//trail/7000840/delaney-creek-trail-271
47.111318	-115.950593	4.0	dblack	6.4	6739	5895	1459	-1442	Lookout Mountain Trail #52	http://www.mtbproject.com//trail/7000662/lookout-mountain-trail-52
46.96115	-113.956693	4.0	blueBlack	3.2	4945	3840	658	-1104	Wallman Trail (29.1)	http://www.mtbproject.com//trail/6279310/wallman-trail-291
48.280012	-114.709867	4.0	blue	4.5	6201	4285	90	-1957	Meadow Creek #800	http://www.mtbproject.com//trail/7006329/meadow-creek-800
46.563148	-112.046362	4.0	greenBlue	1.7	4718	4524	224	-144	Archery Range Trail	http://www.mtbproject.com//trail/7005993/archery-range-trail
46.574746	-112.040478	4.0	blueBlack	0.5	4588	4345	243	0	Eagle Scout Trail	http://www.mtbproject.com//trail/7005989/eagle-scout-trail
46.569423	-112.032304	4.0	blue	0.9	5208	4973	241	-16	Mt Ascension Loop	http://www.mtbproject.com//trail/7005985/mt-ascension-loop
46.572369	-112.030929	4.0	blue	1.5	5212	4764	478	-54	2006 Trail	http://www.mtbproject.com//trail/7005984/2006-trail
47.542046	-111.181482	4.0	dblack	0.6	3257	3207	29	-75	Chaos	http://www.mtbproject.com//trail/7005498/chaos
47.322207	-114.891363	4.0	blue	9.4	2819	2560	719	-597	Clark Fork River Trail	http://www.mtbproject.com//trail/7005319/clark-fork-river-trail
48.485088	-114.348834	4.0	dblack	0.1	4920	4739	0	-181	Curly's	http://www.mtbproject.com//trail/7005063/curlys
48.486261	-114.363746	4.0	black	0.4	5148	4817	0	-331	Cyndi's Loppers	http://www.mtbproject.com//trail/7005062/cyndis-loppers
48.485171	-114.36142	4.0	black	0.1	5006	4849	0	-157	Daves Dive	http://www.mtbproject.com//trail/7005061/daves-dive
48.499864	-114.344154	4.0	dblack	0.1	6651	6487	0	-164	GNR	http://www.mtbproject.com//trail/7005059/gnr
48.501698	-114.34092	4.0	black	3.1	6625	4759	18	-1885	Runaway Train	http://www.mtbproject.com//trail/7005056/runaway-train
48.486511	-114.366226	4.0	blue	0.6	5218	4979	10	-239	Sidecar	http://www.mtbproject.com//trail/7005055/sidecar
46.713101	-114.203702	4.0	black	3.9	6378	3626	0	-2752	Mill Creek #1310	http://www.mtbproject.com//trail/7004838/mill-creek-1310
47.542537	-111.192073	4.0	blueBlack	12.1	3330	2903	835	-1087	North Shore Trail	http://www.mtbproject.com//trail/7004809/north-shore-trail
48.138258	-114.383168	4.0	blueBlack	13.5	6700	4148	3422	-871	Foys to Blacktail Trail	http://www.mtbproject.com//trail/7004604/foys-to-blacktail-trail
48.151397	-114.369469	4.0	greenBlue	1.9	4000	3342	4	-658	Notch Trail	http://www.mtbproject.com//trail/7003772/notch-trail
48.139421	-113.973509	4.0	greenBlue	9.5	7039	3357	3847	-171	Echo Broken Leg Trail #544	http://www.mtbproject.com//trail/7003509/echo-broken-leg-trail-544
48.817828	-115.92332	4.0	blueBlack	2.2	4838	2848	0	-1991	Baldy-Buckhorn Trail	http://www.mtbproject.com//trail/7003239/baldy-buckhorn-trail
46.568194	-112.029833	4.0	greenBlue	2.0	5362	4720	140	-652	Entertainment Trail	http://www.mtbproject.com//trail/7002926/entertainment-trail
47.019154	-116.061365	4.0	blueBlack	5.1	6238	5630	1046	-1089	Marble Divide Trail #275	http://www.mtbproject.com//trail/7001372/marble-divide-trail-275
47.071735	-116.040362	4.0	blueBlack	10.6	5732	3252	1247	-3727	Marble Creek Trail #261	http://www.mtbproject.com//trail/7001342/marble-creek-trail-261
47.035123	-116.05557	4.0	blueBlack	5.0	5607	3279	93	-2421	Gold Center Creek - Trail #251	http://www.mtbproject.com//trail/6418363/gold-center-creek-trail-251
46.95378	-113.958516	4.0	blueBlack	1.9	4089	3656	0	-433	Spring Gulch (517.1)	http://www.mtbproject.com//trail/6250199/spring-gulch-5171
46.994375	-113.936103	4.0	blue	7.3	7036	3628	0	-3407	Stuart Peak Trail (517)	http://www.mtbproject.com//trail/6248776/stuart-peak-trail-517
46.96229	-113.979564	4.0	greenBlue	2.7	5246	3974	0	-1272	Ravine Trail (34)	http://www.mtbproject.com//trail/6243703/ravine-trail-34
48.438732	-115.527909	4.0	blue	2.5	3683	2304	7	-1381	Sheldon Mountain Trail	http://www.mtbproject.com//trail/5568933/sheldon-mountain-trail
46.797295	-111.66836	4.0	blue	4.1	6631	4378	0	-2252	Beartrap Gulch	http://www.mtbproject.com//trail/3762247/beartrap-gulch
47.531039	-111.202934	3.5	greenBlue	5.8	3393	3105	319	-584	River's Edge Trail	http://www.mtbproject.com//trail/7004713/rivers-edge-trail
47.534211	-111.194086	3.5	green	9.0	3444	3294	382	-269	River's Edge Trail	http://www.mtbproject.com//trail/7004708/rivers-edge-trail
46.583755	-112.063888	3.5	blue	1.3	5143	4359	0	-785	Prospect Shafts	http://www.mtbproject.com//trail/3748409/prospect-shafts
48.342082	-114.712293	3.0	blue	5.7	6279	4469	1829	-78	Ashley Mtn. Trail #310	http://www.mtbproject.com//trail/7006327/ashley-mtn-trail-310
48.329267	-114.65622	3.0	green	8.5	4820	4032	879	-899	FS Road #9784	http://www.mtbproject.com//trail/7006326/fs-road-9784
47.533986	-111.227018	3.0	blue	1.5	3302	3250	142	-135	Colter Trail	http://www.mtbproject.com//trail/7005499/colter-trail
										
48.180762	-114.334057	3.0	blueBlack	1.5	3568	2988	586	-6	Lone Pine Trail	http://www.mtbproject.com//trail/7004923/lone-pine-trail
47.958178	-114.027417	3.0	blueBlack	2.9	4388	3529	896	-356	Phillips Trail #373	http://www.mtbproject.com//trail/7004586/phillips-trail-373
48.149264	-114.353299	3.0	greenBlue	0.8	3622	3341	281	-6	Direct Route	http://www.mtbproject.com//trail/7003898/direct-route
48.146339	-114.353371	3.0	blue	1.6	3681	3367	343	-36	Horse Trail	http://www.mtbproject.com//trail/7003827/horse-trail
48.138108	-114.37352	3.0	blueBlack	1.8	4593	3813	785	-15	Chase Trail	http://www.mtbproject.com//trail/7003793/chase-trail
48.149371	-114.353137	3.0	green	1.4	3627	3344	283	-1	Family Trail	http://www.mtbproject.com//trail/7003781/family-trail
48.144696	-114.367905	3.0	blue	1.3	4100	3673	427	-159	Overlook Trail	http://www.mtbproject.com//trail/7003773/overlook-trail
48.762712	-115.947323	3.0	blueBlack	1.8	4574	2837	0	-1737	Redtop Mountain Trail	http://www.mtbproject.com//trail/7003244/redtop-mountain-trail
47.039611	-116.062865	3.0	black	8.2	5999	3549	1412	-2775	Marble Creek Trail #251	http://www.mtbproject.com//trail/7000328/marble-creek-trail-251
46.938479	-113.983373	3.0	green	4.1	5441	4003	1444	-360	Sawmill Gulch (24.1)	http://www.mtbproject.com//trail/6250348/sawmill-gulch-241
46.812944	-111.649505	3.0	blue	3.7	6636	5571	1095	-31	FS 4119	http://www.mtbproject.com//trail/3762746/fs-4119
48.298757	-114.643697	2.0	green	2.8	4340	4059	70	-315	FS Road #10437	http://www.mtbproject.com//trail/7006330/fs-road-10437
48.266608	-114.761754	2.0	blue	4.2	5896	4587	1435	-390	Lupine Lake Trail #210 (NRT)	http://www.mtbproject.com//trail/7006328/lupine-lake-trail-210-nrt
48.148508	-114.363082	2.0	greenBlue	2.6	4168	3634	566	-32	Plum Creek	http://www.mtbproject.com//trail/7003824/plum-creek
48.855073	-114.8185	1.0	blue	8.8	6497	4007	2676	-186	Kootenai FS Trail #73/Williams Creek	http://www.mtbproject.com//trail/7006153/kootenai-fs-trail-73williams-creek
										
										
										
										
										
										
										
										
										
										
										
										
										
										
46.947151	-113.982852	0.0	green	1.3	4903	4518	435	-50	Middle Fork (24.3)	http://www.mtbproject.com//trail/6250379/middle-fork-243
										
										
										
										
45.692372	-113.952372	5.0	blueBlack	20.0	7966	4355	1869	-4595	Warm Springs Ridge	http://www.mtbproject.com//trail/5933500/warm-springs-ridge
46.295243	-113.921667	5.0	dblack	17.9	8403	5300	3409	-3521	Palisades	http://www.mtbproject.com//trail/5856248/palisades
46.232636	-113.746298	5.0	black	20.5	8646	4788	2965	-5129	Sapphire Crest	http://www.mtbproject.com//trail/6319351/sapphire-crest
45.692291	-113.952399	5.0	dblack	15.7	8187	5164	2299	-4239	Divide to Twin Creek	http://www.mtbproject.com//trail/7007151/divide-to-twin-creek
45.283729	-111.401812	5.0	blue	8.1	8040	6319	694	-1915	Upper South Fork trail, mountain to meadow route	http://www.mtbproject.com//trail/7006813/upper-south-fork-trail-mountain-to-meadow-route
45.645436	-110.881167	5.0	black	13.0	7627	5273	2699	-2699	Chestnut Mountain	http://www.mtbproject.com//trail/7006196/chestnut-mountain
45.111056	-113.783201	5.0	blue	11.0	5410	4280	1525	-1526	Rippey Spring Loop	http://www.mtbproject.com//trail/712405/rippey-spring-loop
45.761002	-110.875786	4.1	blue	25.0	7923	5479	3611	-3309	Bangtail Divide - IMBA Epic	http://www.mtbproject.com//trail/846258/bangtail-divide-imba-epic
44.361823	-113.402082	4.5	black	24.1	9584	6986	4744	-4733	Snowbank Trail Loop	http://www.mtbproject.com//trail/4976822/snowbank-trail-loop
45.583989	-111.040492	4.0	blue	4.9	6879	5771	1235	-1143	Leverich Canyon	http://www.mtbproject.com//trail/961929/leverich-canyon
45.19171	-113.877479	4.0	blue	8.7	4699	4172	777	-777	Enduro Loop	http://www.mtbproject.com//trail/711100/enduro-loop
46.153787	-114.128927	4.0	blueBlack	21.1	6139	3801	2776	-2781	Buttercup Loop	http://www.mtbproject.com//trail/6531334/buttercup-loop
44.578742	-110.830906	4.0	green	14.2	7376	7169	356	-353	Fountain Pot Loop Family Ride	http://www.mtbproject.com//trail/6335780/fountain-pot-loop-family-ride
45.939567	-113.715693	4.0	blueBlack	21.1	8091	5366	3690	-3693	Critical Mistakes	http://www.mtbproject.com//trail/7003059/critical-mistakes
46.268913	-114.243624	4.0	dblack	14.2	5509	4281	1303	-1303	Blodgett Canyon	http://www.mtbproject.com//trail/7001255/blodgett-canyon
46.128784	-113.854527	4.0	dblack	9.1	6913	5188	1737	-1735	Weasel Creek Loop	http://www.mtbproject.com//trail/6029003/weasel-creek-loop
45.834949	-114.202202	4.0	black	16.3	8182	4851	3146	-3905	Rombo Mountain	http://www.mtbproject.com//trail/6008778/rombo-mountain
46.12145	-114.229026	3.5	blue	8.9	4742	3988	1550	-1551	Coyote Coulee	http://www.mtbproject.com//trail/5630194/coyote-coulee
45.19171	-113.877479	3.5	blue	7.6	4466	4175	671	-669	Slump Gulch Loop	http://www.mtbproject.com//trail/711577/slump-gulch-loop
45.539932	-111.092468	3.0	blue	12.1	6617	5740	1046	-1046	South Cottonwood Creek to Fox Creek Ranger Station	http://www.mtbproject.com//trail/7004992/south-cottonwood-creek-to-fox-creek-ranger-station
46.191186	-114.22166	3.0	blueBlack	12.5	9104	4298	4806	-4805	Ward Mountain	http://www.mtbproject.com//trail/7000393/ward-mountain
45.744304	-113.978854	5.0	black	12.3	7644	4351	1077	-3762	Warm Springs Ridge Trail #177	http://www.mtbproject.com//trail/731108/warm-springs-ridge-trail-177
45.626492	-114.060879	5.0	dblack	5.0	7817	5376	14	-2454	Twin Creek #108	http://www.mtbproject.com//trail/6027678/twin-creek-108
45.283729	-111.401812	5.0	blue	5.7	8037	6663	547	-1423	Upper South Fork	http://www.mtbproject.com//trail/7007006/upper-south-fork
44.785884	-113.176524	5.0	black	7.4	10104	8521	1904	-1782	CDT - Elk Mountain	http://www.mtbproject.com//trail/7006792/cdt-elk-mountain
45.212883	-113.831494	5.0	blue	2.3	4686	4158	84	-528	Slump Ridge	http://www.mtbproject.com//trail/7005400/slump-ridge
45.204193	-113.830381	5.0	blue	1.9	4823	4636	133	-188	Rib Cage	http://www.mtbproject.com//trail/7005397/rib-cage
44.567146	-110.835299	5.0	green	4.1	7277	7186	92	-31	Fountain Pot Trail	http://www.mtbproject.com//trail/6351561/fountain-pot-trail
46.244329	-113.772421	5.0	blueBlack	19.5	8637	6631	2895	-3565	Bitterroot - Rock Creek Divide Trail (313)	http://www.mtbproject.com//trail/6334273/bitterroot-rock-creek-divide-trail-313
45.494681	-113.82385	5.0	black	7.6	6409	4427	970	-2332	Sheep Creek #126	http://www.mtbproject.com//trail/6022153/sheep-creek-126
46.294734	-113.858076	5.0	black	4.0	8066	5304	0	-2762	Willow Creek	http://www.mtbproject.com//trail/5878173/willow-creek
44.42471	-113.426381	5.0	black	18.1	9581	7344	3835	-4229	Snowbank Trail	http://www.mtbproject.com//trail/5291768/snowbank-trail
45.080681	-114.0887	5.0	black	2.8	8069	6054	0	-2015	Powderhouse Gulch Trail	http://www.mtbproject.com//trail/956471/powderhouse-gulch-trail
45.799444	-114.038457	4.5	black	4.4	6801	5020	44	-1825	Fire Creek Trail #404	http://www.mtbproject.com//trail/737880/fire-creek-trail-404
46.574141	-113.657446	4.0	dblack	9.3	7108	4080	3037	-23	Ranch Creek	http://www.mtbproject.com//trail/7005940/ranch-creek
45.268729	-111.343583	4.0	blueBlack	2.2	6649	6320	43	-373	Middle Fork, aka poop shoot	http://www.mtbproject.com//trail/7007007/middle-fork-aka-poop-shoot
45.010826	-114.08711	4.0	dblack	2.4	8970	7276	34	-1695	Thunder Mountain Trail #040	http://www.mtbproject.com//trail/7006798/thunder-mountain-trail-040
45.079412	-114.033957	4.0	black	4.6	6491	4917	748	-1715	Williams Creek Trail (Lower)	http://www.mtbproject.com//trail/7006793/williams-creek-trail-lower
44.827808	-113.374863	4.0	blueBlack	4.4	8566	6742	310	-1829	Little Eightmile Creek #6195	http://www.mtbproject.com//trail/7006789/little-eightmile-creek-6195
44.8143	-113.272563	4.0	blueBlack	13.6	9121	7684	2632	-1352	CDT - Grizzly Hill	http://www.mtbproject.com//trail/7006787/cdt-grizzly-hill
44.910999	-113.840693	4.0	black	8.2	7539	4327	536	-3748	Lime Creek Trail #100	http://www.mtbproject.com//trail/7006123/lime-creek-trail-100
45.031196	-114.048006	4.0	dblack	5.0	7709	5515	203	-2262	Henry Creek Trail #6128 (Upper)	http://www.mtbproject.com//trail/7006122/henry-creek-trail-6128-upper
45.046767	-113.968497	4.0	blue	2.8	5497	4147	28	-1379	Henry Creek Trail #6128	http://www.mtbproject.com//trail/7006121/henry-creek-trail-6128
44.367578	-113.362376	4.0	black	3.3	8476	7197	1306	-26	Mill Creek Trail	http://www.mtbproject.com//trail/7005046/mill-creek-trail
45.640456	-114.33774	4.0	black	12.7	8590	6043	3312	-2424	Razorback Ridge	http://www.mtbproject.com//trail/7003226/razorback-ridge
45.971673	-113.711713	4.0	blueBlack	4.7	7775	5676	2335	-337	Sign Creek	http://www.mtbproject.com//trail/7003151/sign-creek
45.93515	-113.657635	4.0	blueBlack	4.0	8087	6778	1312	-239	Hole in the Wall	http://www.mtbproject.com//trail/7003072/hole-in-the-wall
46.096681	-114.055723	4.0	blueBlack	6.1	6135	3960	216	-2332	Buttercup Trail	http://www.mtbproject.com//trail/6541353/buttercup-trail
46.386246	-113.803269	4.0	black	3.6	7941	5202	3	-2743	Big Springs	http://www.mtbproject.com//trail/6333339/big-springs
46.232636	-113.746298	4.0	blue	2.4	7835	6953	882	0	Crystal Creek	http://www.mtbproject.com//trail/6332797/crystal-creek
46.152984	-113.79478	4.0	dblack	3.2	7368	5369	0	-1999	Weasel Creek Trail	http://www.mtbproject.com//trail/6259122/weasel-creek-trail
45.704036	-113.992212	4.0	black	8.5	8228	7307	1633	-1549	Divide Trail #106 (North Section)	http://www.mtbproject.com//trail/6028835/divide-trail-106-north-section
45.539667	-113.828054	4.0	black	5.0	7230	5773	204	-1534	CDT - Bradley Gulch	http://www.mtbproject.com//trail/6022030/cdt-bradley-gulch
45.62293	-113.905758	4.0	black	10.9	8199	6881	2268	-3092	CDT - Big Hole Pass North	http://www.mtbproject.com//trail/6021760/cdt-big-hole-pass-north
45.647402	-113.898787	4.0	blue	7.2	7704	6367	62	-1369	May Creek #103	http://www.mtbproject.com//trail/6021605/may-creek-103
45.60856	-113.834675	4.0	black	5.1	8099	4938	39	-3200	Three Mile Ridge #124	http://www.mtbproject.com//trail/6021242/three-mile-ridge-124
45.741702	-114.194001	4.0	black	7.0	7863	4852	14	-3013	Piquett Creek	http://www.mtbproject.com//trail/6017162/piquett-creek
45.834949	-114.202202	4.0	blueBlack	9.2	8182	5623	3140	-883	Piquett Ridge	http://www.mtbproject.com//trail/6016327/piquett-ridge
46.316559	-113.877991	4.0	black	2.5	8395	8058	495	-477	Palisade Trail	http://www.mtbproject.com//trail/5866617/palisade-trail
45.81106	-114.06847	4.0	black	8.4	6955	4881	2135	-207	Warm Springs Creek #103	http://www.mtbproject.com//trail/5786368/warm-springs-creek-103
46.121362	-114.229116	4.0	blue	2.2	4739	4193	547	-361	Upper Hayes Creek	http://www.mtbproject.com//trail/5743390/upper-hayes-creek
46.146456	-114.220393	4.0	blue	2.7	4511	3990	486	-522	Brown Jug	http://www.mtbproject.com//trail/5743021/brown-jug
46.062266	-114.23305	4.0	blueBlack	3.8	4333	4258	282	-238	Lake Como South	http://www.mtbproject.com//trail/5644294/lake-como-south
45.71904	-114.001716	4.0	black	3.2	7865	6783	292	-1163	Shields Creek	http://www.mtbproject.com//trail/5635529/shields-creek
45.714625	-113.98984	4.0	blue	3.1	7879	7155	170	-873	Warm Springs Ridge Trail #177 Saddle Mtn Extension	http://www.mtbproject.com//trail/5020905/warm-springs-ridge-trail-177-saddle-mtn-extension
45.111056	-113.783201	4.0	blue	4.2	4861	4281	659	-225	Barracks Fenceline	http://www.mtbproject.com//trail/982814/barracks-fenceline
45.079514	-113.787279	4.0	black	0.9	5338	4717	0	-621	Rippey Canyon	http://www.mtbproject.com//trail/982559/rippey-canyon
45.118999	-114.087128	4.0	black	3.0	8169	6799	33	-1383	North Mocassin Trail	http://www.mtbproject.com//trail/956584/north-mocassin-trail
45.756057	-114.05716	4.0	black	4.6	7537	5548	2001	-12	Porcupine Creek Trail #205	http://www.mtbproject.com//trail/737998/porcupine-creek-trail-205
45.191419	-113.877057	4.0	green	2.2	4436	4179	276	-39	Discovery Hill	http://www.mtbproject.com//trail/710323/discovery-hill
46.01332	-112.56469	3.5	blue	1.4	5846	5650	208	-182	Montana Tech Mountain Bike Skills Park	http://www.mtbproject.com//trail/7004587/montana-tech-mountain-bike-skills-park
45.704513	-113.991502	3.5	blueBlack	5.4	7789	6648	230	-1291	Colter Creek	http://www.mtbproject.com//trail/5635329/colter-creek
44.384567	-113.428699	3.0	black	2.6	9104	7526	1578	-12	Iron Creek-Big Creek Trail #078	http://www.mtbproject.com//trail/4976753/iron-creek-big-creek-trail-078
45.091279	-114.01723	3.0	black	1.5	6542	6391	69	-184	Horn Hunter	http://www.mtbproject.com//trail/7006795/horn-hunter
45.082457	-114.045563	3.0	black	2.2	6740	6120	730	-155	Horse Mountain	http://www.mtbproject.com//trail/7006794/horse-mountain
44.785635	-113.424881	3.0	blueBlack	4.3	7140	5702	143	-1499	Little Eightmile Road	http://www.mtbproject.com//trail/7006790/little-eightmile-road
44.964027	-113.869134	3.0	blueBlack	4.2	8147	6831	914	-1327	Twelvemile Meadow Trail #101	http://www.mtbproject.com//trail/7006421/twelvemile-meadow-trail-101
45.202142	-113.871955	3.0	greenBlue	0.9	4205	4127	85	-85	Lewis and Clark Podcast Trail	http://www.mtbproject.com//trail/7006120/lewis-and-clark-podcast-trail
44.423876	-113.446746	3.0	black	1.4	8585	7711	0	-873	Red Rock Cut-off	http://www.mtbproject.com//trail/7005047/red-rock-cut-off
46.395689	-114.266701	3.0	blue	2.4	7060	5938	1126	-19	Bear Creek Overlook Loop	http://www.mtbproject.com//trail/7004958/bear-creek-overlook-loop
45.578903	-114.50453	3.0	blue	1.3	7163	6833	0	-330	Deer Creek Trail Alternative	http://www.mtbproject.com//trail/7003513/deer-creek-trail-alternative
45.698132	-114.397945	3.0	blue	15.0	7162	5166	2584	-589	Blue Joint Trail	http://www.mtbproject.com//trail/7003511/blue-joint-trail
45.973178	-113.711992	3.0	blue	5.4	7691	5672	2101	-82	Moose Creek	http://www.mtbproject.com//trail/7003230/moose-creek
45.956737	-113.734396	3.0	black	7.0	8608	6018	2748	-688	Chain of Lakes	http://www.mtbproject.com//trail/7003229/chain-of-lakes
45.68574	-114.363944	3.0	blueBlack	5.1	8072	5424	2649	0	Little Blue Joint	http://www.mtbproject.com//trail/7003228/little-blue-joint
46.237582	-113.771927	3.0	black	36.3	8576	7091	7164	-6471	Bitterroot - Rock Creek Divide Trail South (313)	http://www.mtbproject.com//trail/7003071/bitterroot-rock-creek-divide-trail-south-313
46.277128	-114.012936	3.0	greenBlue	3.2	4926	4303	765	-182	North Calf Creek	http://www.mtbproject.com//trail/7002917/north-calf-creek
46.039922	-114.259111	3.0	blue	2.7	5261	4403	2	-861	Shannon Ridge	http://www.mtbproject.com//trail/7002663/shannon-ridge
46.061655	-114.268121	3.0	blueBlack	4.3	5396	4050	209	-1555	Jenny Ridge	http://www.mtbproject.com//trail/7002653/jenny-ridge
46.353637	-114.23217	3.0	green	5.7	5263	4224	1049	-112	Fred Burr Trail (#38)	http://www.mtbproject.com//trail/7002616/fred-burr-trail-38
46.130876	-114.048105	3.0	black	1.1	5151	4221	929	0	Sawdust Gulch	http://www.mtbproject.com//trail/7000390/sawdust-gulch
46.111748	-114.011229	3.0	greenBlue	5.9	6133	4512	1646	-71	Black Tail Rd	http://www.mtbproject.com//trail/7000389/black-tail-rd
46.158839	-113.792418	3.0	black	4.1	7345	5223	102	-2224	Railroad Creek	http://www.mtbproject.com//trail/6531143/railroad-creek
46.142037	-113.822233	3.0	black	1.1	6918	6643	288	-13	Polecat	http://www.mtbproject.com//trail/6257680/polecat
45.675767	-113.883112	3.0	blue	3.8	6860	6512	370	-323	Shoofly	http://www.mtbproject.com//trail/6031120/shoofly
45.66905	-113.928072	3.0	blue	2.7	7449	6550	123	-929	Richardson Creek Trail	http://www.mtbproject.com//trail/6031033/richardson-creek-trail
45.685664	-113.933507	3.0	greenBlue	6.6	8024	7222	1127	-364	CDT - Anderson Mtn Road	http://www.mtbproject.com//trail/6021504/cdt-anderson-mtn-road
45.686399	-113.933399	3.0	blue	18.9	7924	6801	2309	-1659	CDT - Chief Joseph North	http://www.mtbproject.com//trail/5998624/cdt-chief-joseph-north
45.688676	-113.829105	3.0	blue	4.7	7333	6473	863	-3	Elk Creek Trail #018	http://www.mtbproject.com//trail/5879903/elk-creek-trail-018
46.12145	-114.229026	3.0	blue	2.0	4482	4194	298	-136	Lower Hayes Creek	http://www.mtbproject.com//trail/5742684/lower-hayes-creek
46.276669	-114.01776	3.0	greenBlue	2.5	4928	4196	765	-36	Middle Calf Creek	http://www.mtbproject.com//trail/5644861/middle-calf-creek
46.065869	-114.248178	3.0	blue	2.9	4321	4258	175	-162	Lake Como North	http://www.mtbproject.com//trail/5644397/lake-como-north
